load_id,bus_id,facility_code,facility_name,p_mw,q_mvar,load_source,load_type,timestamp,season,p_status,q_status,power_factor_assumption,confidence,solver_ready,notes
LD_1111S5127800_natural_load,1111S5127800_10,1111S5127800,CAPA ROTA,24.0685,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1111S5127800_guaranteed_power,1111S5127800_10,1111S5127800,CAPA ROTA,32.5,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1111S5395000_natural_load,1111S5395000_10,1111S5395000,MEM MARTINS,37.8245,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1111S5395000_guaranteed_power,1111S5395000_10,1111S5395000,MEM MARTINS,65.0,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1111S5066400_natural_load,1111S5066400_10,1111S5066400,PERO PINHEIRO,16.738500000000002,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1111S5066400_guaranteed_power,1111S5066400_10,1111S5066400,PERO PINHEIRO,32.5,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1111S5850000_natural_load,1111S5850000_10,1111S5850000,RIO MOURO,29.131,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1111S5850000_guaranteed_power,1111S5850000_10,1111S5850000,RIO MOURO,32.5,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1111S5200000_natural_load,1111S5200000_10,1111S5200000,SABUGO,12.9475,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1111S5200000_guaranteed_power,1111S5200000_10,1111S5200000,SABUGO,15.0,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1111S5903100_natural_load,1111S5903100_10,1111S5903100,SÃO MARCOS,11.604,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1111S5903100_guaranteed_power,1111S5903100_10,1111S5903100,SÃO MARCOS,40.0,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1115S5440000_natural_load,1115S5440000_10,1115S5440000,VENTEIRA,13.5125,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1115S5440000_guaranteed_power,1115S5440000_10,1115S5440000,VENTEIRA,30.0,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0102S5000700_natural_load,0102S5000700_15,0102S5000700,ALBERGARIA,16.596,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0102S5000700_guaranteed_power,0102S5000700_15,0102S5000700,ALBERGARIA,10.0,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0105S5001500_natural_load,0105S5001500_15,0105S5001500,AVEIRO,30.7335,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0105S5001500_guaranteed_power,0105S5001500_15,0105S5001500,AVEIRO,51.1875,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0105S5003900_natural_load,0105S5003900_15,0105S5003900,ESGUEIRA,36.923,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0105S5003900_guaranteed_power,0105S5003900_15,0105S5003900,ESGUEIRA,51.1875,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0116S5002800_natural_load,0116S5002800_15,0116S5002800,DEVESA VELHA,36.581,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0116S5002800_guaranteed_power,0116S5002800_15,0116S5002800,DEVESA VELHA,51.1875,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0109S5007900_natural_load,0109S5007900_15,0109S5007900,INHA,17.7455,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0109S5007900_guaranteed_power,0109S5007900_15,0109S5007900,INHA,10.0,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0109S5009900_natural_load,0109S5009900_15,0109S5009900,SANGUEDO,31.039,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0109S5009900_guaranteed_power,0109S5009900_15,0109S5009900,SANGUEDO,51.1875,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0106S5021300_natural_load,0106S5021300_15,0106S5021300,FORNOS,14.5545,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0106S5021300_guaranteed_power,0106S5021300_15,0106S5021300,FORNOS,15.0,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0603S5005100_natural_load,0603S5005100_15,0603S5005100,ALEGRIA,29.3275,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0603S5005100_guaranteed_power,0603S5005100_15,0603S5005100,ALEGRIA,51.1875,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0603S5006400_natural_load,0603S5006400_15,0603S5006400,CORRENTE,17.537,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0603S5006400_guaranteed_power,0603S5006400_15,0603S5006400,CORRENTE,15.75,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0603S5006100_natural_load,0603S5006100_15,0603S5006100,TAVEIRO,15.2395,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0603S5006100_guaranteed_power,0603S5006100_15,0603S5006100,TAVEIRO,32.5,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0615S5010500_natural_load,0615S5010500_30,0615S5010500,SOURE,9.462,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0615S5010500_guaranteed_power,0615S5010500_30,0615S5010500,SOURE,15.0,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0612S5003700_natural_load,0612S5003700_15,0612S5003700,SANTA LUZIA,6.5465,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0612S5003700_guaranteed_power,0612S5003700_15,0612S5003700,SANTA LUZIA,6.25,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0801S5063000_natural_load,0801S5063000_15,0801S5063000,ALBUFEIRA,40.686,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0801S5063000_guaranteed_power,0801S5063000_15,0801S5063000,ALBUFEIRA,55.4375,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0801S5900800_natural_load,0801S5900800_15,0801S5900800,MONTECHORO,24.55,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0801S5900800_guaranteed_power,0801S5900800_15,0801S5900800,MONTECHORO,55.4375,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0803S5904000_natural_load,0803S5904000_15,0803S5904000,POLDRA,3.925499999999999,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0803S5904000_guaranteed_power,0803S5904000_15,0803S5904000,POLDRA,5.0,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0808S5903600_natural_load,0808S5903600_15,0808S5903600,ALMANCIL,21.2905,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0808S5903600_guaranteed_power,0808S5903600_15,0808S5903600,ALMANCIL,25.0,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0808S5063400_natural_load,0808S5063400_15,0808S5063400,VILAMOURA,33.929,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0808S5063400_guaranteed_power,0808S5063400_15,0808S5063400,VILAMOURA,51.2375,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0814S5413300_natural_load,0814S5413300_15,0814S5413300,CONCEIÇÃO,6.1594999999999995,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0814S5413300_guaranteed_power,0814S5413300_15,0814S5413300,CONCEIÇÃO,20.0,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0807S5063100_natural_load,0807S5063100_15,0807S5063100,LAGOS,41.2025,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_0807S5063100_guaranteed_power,0807S5063100_15,0807S5063100,LAGOS,51.1875,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1501S5053900_natural_load,1501S5053900_30,1501S5053900,VALE DE GAIO,7.7515,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1501S5053900_guaranteed_power,1501S5053900_30,1501S5053900,VALE DE GAIO,15.0,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1503S5021300_natural_load,1503S5021300_15,1503S5021300,AROEIRA,27.293,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1503S5021300_guaranteed_power,1503S5021300_15,1503S5021300,AROEIRA,32.5,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1512S5031900_natural_load,1512S5031900_15,1512S5031900,TERROA,17.5655,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1512S5031900_guaranteed_power,1512S5031900_15,1512S5031900,TERROA,32.5,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1510S5021200_natural_load,1510S5021200_15,1510S5021200,FOGUETEIRO,35.1345,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1510S5021200_guaranteed_power,1510S5021200_15,1510S5021200,FOGUETEIRO,51.1875,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1510S5022300_natural_load,1510S5022300_15,1510S5022300,SEIXAL,22.2645,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1510S5022300_guaranteed_power,1510S5022300_15,1510S5022300,SEIXAL,32.5,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1511S5020600_natural_load,1511S5020600_15,1511S5020600,QUINTA DO CONDE,29.2565,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1511S5020600_guaranteed_power,1511S5020600_15,1511S5020600,QUINTA DO CONDE,51.2375,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1511S5021000_natural_load,1511S5021000_15,1511S5021000,SANTANA,21.256,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1511S5021000_guaranteed_power,1511S5021000_15,1511S5021000,SANTANA,32.5,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1212S5666200_natural_load,1212S5666200_30,1212S5666200,ALPALHÃO,11.3505,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1212S5666200_guaranteed_power,1212S5666200_30,1212S5666200,ALPALHÃO,16.25,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1213S5566900_natural_load,1213S5566900_30,1213S5566900,PONTE SOR,15.1845,,at_transformer_parameter_availability joined from carga-na-subestacao,natural_load,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
LD_1213S5566900_guaranteed_power,1213S5566900_30,1213S5566900,PONTE SOR,32.5,,at_transformer_parameter_availability joined from carga-na-subestacao,guaranteed_power,,inverno_verao_mean,direct,missing,,medium,False,P is substation-level summary value. Q is not available; no reactive power was invented. Hourly load readiness is not claimed.
