trafo_id,hv_bus,lv_bus,facility_code,facility_name,hv_kv,lv_kv,sn_mva,transformation_ratio,matched_lut_rated_mva,uk_percent,vk_percent,vkr_percent,uk_value_status,r_x_split_status,tap_side,tap_neutral,tap_min,tap_max,tap_step_percent,tap_range_value_status,tap_position_status,unit_count_status,source_id,confidence,solver_ready,notes
TR_1110S5270000_60_10,1110S5270000_60,1110S5270000_10,1110S5270000,MIRAFLORES,60.0,10.0,80.0,60/10,40.0,15.0,15.0,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1113S5480800_60_30,1113S5480800_60,1113S5480800_30,1113S5480800,MATACÃES,60.0,30.0,63.0,60/30,40.0,15.0,15.0,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1112S5901400_60_30,1112S5901400_60,1112S5901400_30,1112S5901400,CABEDA,60.0,30.0,80.0,60/30,40.0,15.0,15.0,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1111S5221600_60_10,1111S5221600_60,1111S5221600_10,1111S5221600,CACÉM,60.0,10.0,80.0,60/10,40.0,15.0,15.0,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1111S5127800_60_10,1111S5127800_60,1111S5127800_10,1111S5127800,CAPA ROTA,60.0,10.0,40.0,60/10,40.0,15.0,15.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1111S5395000_60_10,1111S5395000_60,1111S5395000_10,1111S5395000,MEM MARTINS,60.0,10.0,80.0,60/10,40.0,15.0,15.0,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1111S5066400_60_10,1111S5066400_60,1111S5066400_10,1111S5066400,PERO PINHEIRO,60.0,10.0,40.0,60/10,40.0,15.0,15.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1111S5850000_60_10,1111S5850000_60,1111S5850000_10,1111S5850000,RIO MOURO,60.0,10.0,40.0,60/10,40.0,15.0,15.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1111S5200000_60_10,1111S5200000_60,1111S5200000_10,1111S5200000,SABUGO,60.0,10.0,20.0,60/10,20.0,10.0,10.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1111S5903100_60_10,1111S5903100_60,1111S5903100_10,1111S5903100,SÃO MARCOS,60.0,10.0,40.0,60/10,40.0,15.0,15.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1115S5440000_60_10,1115S5440000_60,1115S5440000_10,1115S5440000,VENTEIRA,60.0,10.0,40.0,60/10,40.0,15.0,15.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0102S5000700_60_15,0102S5000700_60,0102S5000700_15,0102S5000700,ALBERGARIA,60.0,15.0,20.0,60/15,20.0,10.0,10.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0105S5001500_60_15,0105S5001500_60,0105S5001500_15,0105S5001500,AVEIRO,60.0,15.0,63.0,60/15,40.0,15.0,15.0,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0105S5003900_60_15,0105S5003900_60,0105S5003900_15,0105S5003900,ESGUEIRA,60.0,15.0,63.0,60/15,40.0,15.0,15.0,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0116S5002800_60_15,0116S5002800_60,0116S5002800_15,0116S5002800,DEVESA VELHA,60.0,15.0,63.0,60/15,40.0,15.0,15.0,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0109S5007900_60_15,0109S5007900_60,0109S5007900_15,0109S5007900,INHA,60.0,15.0,20.0,60/15,20.0,10.0,10.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0109S5009900_60_15,0109S5009900_60,0109S5009900_15,0109S5009900,SANGUEDO,60.0,15.0,63.0,60/15,40.0,15.0,15.0,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0106S5021300_60_15,0106S5021300_60,0106S5021300_15,0106S5021300,FORNOS,60.0,15.0,20.0,60/15,20.0,10.0,10.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0603S5005100_60_15,0603S5005100_60,0603S5005100_15,0603S5005100,ALEGRIA,60.0,15.0,63.0,60/15,40.0,15.0,15.0,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0603S5006400_60_15,0603S5006400_60,0603S5006400_15,0603S5006400,CORRENTE,60.0,15.0,31.5,60/15,31.5,12.5,12.5,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0603S5006100_60_15,0603S5006100_60,0603S5006100_15,0603S5006100,TAVEIRO,60.0,15.0,40.0,60/15,40.0,15.0,15.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0615S5010500_60_30,0615S5010500_60,0615S5010500_30,0615S5010500,SOURE,60.0,30.0,20.0,60/30,20.0,10.0,10.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0612S5003700_60_15,0612S5003700_60,0612S5003700_15,0612S5003700,SANTA LUZIA,60.0,15.0,12.5,60/15,12.5,8.35,8.35,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0801S5063000_60_15,0801S5063000_60,0801S5063000_15,0801S5063000,ALBUFEIRA,60.0,15.0,63.0,60/15,40.0,15.0,15.0,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0801S5900800_60_15,0801S5900800_60,0801S5900800_15,0801S5900800,MONTECHORO,60.0,15.0,63.0,60/15,40.0,15.0,15.0,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0803S5904000_60_15,0803S5904000_60,0803S5904000_15,0803S5904000,POLDRA,60.0,15.0,10.0,60/15,10.0,8.35,8.35,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0808S5903600_60_15,0808S5903600_60,0808S5903600_15,0808S5903600,ALMANCIL,60.0,15.0,31.5,60/15,31.5,12.5,12.5,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0808S5063400_60_15,0808S5063400_60,0808S5063400_15,0808S5063400,VILAMOURA,60.0,15.0,63.0,60/15,40.0,15.0,15.0,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0814S5413300_60_15,0814S5413300_60,0814S5413300_15,0814S5413300,CONCEIÇÃO,60.0,15.0,20.0,60/15,20.0,10.0,10.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0807S5063100_60_15,0807S5063100_60,0807S5063100_15,0807S5063100,LAGOS,60.0,15.0,63.0,60/15,40.0,15.0,15.0,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1501S5053900_60_30,1501S5053900_60,1501S5053900_30,1501S5053900,VALE DE GAIO,60.0,30.0,16.0,60/30,12.5,8.35,8.35,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1503S5021300_60_15,1503S5021300_60,1503S5021300_15,1503S5021300,AROEIRA,60.0,15.0,40.0,60/15,40.0,15.0,15.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1512S5031900_60_15,1512S5031900_60,1512S5031900_15,1512S5031900,TERROA,60.0,15.0,40.0,60/15,40.0,15.0,15.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1510S5021200_60_15,1510S5021200_60,1510S5021200_15,1510S5021200,FOGUETEIRO,60.0,15.0,63.0,60/15,40.0,15.0,15.0,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1510S5022300_60_15,1510S5022300_60,1510S5022300_15,1510S5022300,SEIXAL,60.0,15.0,40.0,60/15,40.0,15.0,15.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1511S5020600_60_15,1511S5020600_60,1511S5020600_15,1511S5020600,QUINTA DO CONDE,60.0,15.0,63.0,60/15,40.0,15.0,15.0,,SCENARIO_ASSUMED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,medium,False,E-REDES 60 kV/MT uk% candidate match status: nearest_rating_scenario_only_installed_power_is_not_unit_rating. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1511S5021000_60_15,1511S5021000_60,1511S5021000_15,1511S5021000,SANTANA,60.0,15.0,40.0,60/15,40.0,15.0,15.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1212S5666200_60_30,1212S5666200_60,1212S5666200_30,1212S5666200,ALPALHÃO,60.0,30.0,20.0,60/30,20.0,10.0,10.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1213S5566900_60_30,1213S5566900_60,1213S5566900_30,1213S5566900,PONTE SOR,60.0,30.0,40.0,60/30,40.0,15.0,15.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0502S5010400_15_15,0502S5010400_15,0502S5010400_15,0502S5010400,ALCAINS,15.0,15.0,31.5,15,31.5,12.5,12.5,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_0503S5006600_60_15,0503S5006600_60,0503S5006600_15,0503S5006600,VÁRZEA,60.0,15.0,31.5,60/15,31.5,12.5,12.5,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1403S5799800_60_30,1403S5799800_60,1403S5799800_30,1403S5799800,ALMEIRIM,60.0,30.0,40.0,60/30,40.0,15.0,15.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1405S5906000_60_30,1405S5906000_60,1405S5906000_30,1405S5906000,BENAVENTE,60.0,30.0,20.0,60/30,20.0,10.0,10.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
TR_1405S5680800_60_30,1405S5680800_60,1405S5680800_30,1405S5680800,CARRASCAL,60.0,30.0,40.0,60/30,40.0,15.0,15.0,,SOURCE_BACKED,MISSING_OR_ASSUMED,hv,0,-11,11,1.5,SOURCE_BACKED,MISSING_ACTUAL_POSITION,MISSING,SRC_EREDES_DMAC52140,high,False,E-REDES 60 kV/MT uk% candidate match status: exact_installed_power_match. Installed power is not confirmed as individual transformer unit rating; vkr/RX split and actual tap position are missing.
