generator_id,source_id,osm_power_type,name,normalized_name,generation_source,nameplate_mw,bus_id,match_distance_m,p_mw,q_mvar,dispatch_fraction,source_status,dispatch_status,lon,lat,bus_voltage_kv,bus_assignment_rule,tags_json,hierarchy_dedup_status,dispatch_target_source,bus_generation_nameplate_mw,voltage_control_mode
GEN:00013,OSM:relation:14554338,plant,Central Fotovoltaica Riccardo Totta,central fotovoltaica riccardo totta,solar,220.0,BUS:OSM:way:791358190:400,1399.3868304577181,0.6052035143835893,0.0,0.0027509250653799514,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-7.702249786655405,37.39494167314189,400,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""alt_name"": ""Solara - Central Solar de Alcoutim;Solara 4"", ""landuse"": ""industrial"", ""name"": ""Central Fotovoltaica Riccardo Totta"", ""operator"": ""WElink Energy/Solara4"", ""plant:method"": ""photovoltaic"", ""plant:output:electricity"": ""220 MW"", ""plant:source"": ""solar"", ""power"": ""plant"", ""ref:e2p"": ""7250;7264"", ""short_name"": ""Solara4"", ""start_date"": ""2021/09/10"", ""type"": ""multipolygon""}",RETAINED_DISPATCH_OBJECT,Solar,220.0,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00014,OSM:node:7172675199,generator,,,hydro,220.0,BUS:OSM:way:767739005:400,388.6127183615147,180.39999999999998,0.0,0.8199999999999998,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-7.7689076,41.5401606,400,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""generator:method"": ""water-pumped-storage"", ""generator:output:electricity"": ""220 MW"", ""generator:source"": ""hydro"", ""generator:type"": ""francis_turbine"", ""operator"": ""Iberdrola"", ""operator:wikidata"": ""Q1437502"", ""power"": ""generator""}",RETAINED_DISPATCH_OBJECT,Hydro (Large Peaking),225.0,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00015,OSM:node:11375788309,generator,,,hydro,207.0,BUS:OSM:way:397005282:150,86.57846274002819,169.73999999999998,0.0,0.8199999999999998,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-8.0912498,41.6897236,150,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""generator:method"": ""water-pumped-storage"", ""generator:output:electricity"": ""207 MW"", ""generator:source"": ""hydro"", ""operator"": ""Energias de Portugal"", ""operator:short"": ""EDP"", ""operator:wikidata"": ""Q1341222"", ""power"": ""generator""}",RETAINED_DISPATCH_OBJECT,Hydro (Large Peaking),232.7,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00016,OSM:relation:14554340,plant,Central Fotovoltaica de Rio Maior,central fotovoltaica de rio maior,solar,204.0,BUS:OSM:way:1331154119:400,1992.2437861017595,0.5611887133375101,0.0,0.0027509250653799514,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-8.914848418481013,39.18115107544304,400,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""landuse"": ""industrial"", ""name"": ""Central Fotovoltaica de Rio Maior"", ""operator"": ""Neoen"", ""plant:method"": ""photovoltaic"", ""plant:output:electricity"": ""204 MW"", ""plant:source"": ""solar"", ""power"": ""plant"", ""ref:e2p"": ""7323"", ""start_date"": ""2025-06-05"", ""type"": ""multipolygon""}",RETAINED_DISPATCH_OBJECT,Solar,272.0,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00017,OSM:relation:21056109,plant,Central Fotovoltaica de Cerca,central fotovoltaica de cerca,solar,202.2,BUS:OSM:way:1298167959:400,4550.94269084559,0.5562370482198261,0.0,0.0027509250653799514,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-8.959213621276596,39.0784391,400,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""fixme"": ""limits"", ""landuse"": ""industrial"", ""name"": ""Central Fotovoltaica de Cerca"", ""plant:method"": ""photovoltaic"", ""plant:output:electricity"": ""202.2 MW"", ""plant:source"": ""solar"", ""power"": ""plant"", ""ref:PT:apa:aia"": ""3374"", ""ref:e2p"": ""7252"", ""start_date"": ""2024-03-18"", ""type"": ""multipolygon""}",RETAINED_DISPATCH_OBJECT,Solar,202.2,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00018,OSM:node:13110511465,generator,Grupo 4,grupo 4,hydro,193.0,BUS:OSM:way:144385776:220,110.86425021263311,158.25999999999996,0.0,0.8199999999999998,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-6.2673185,41.4881675,220,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""generator:method"": ""water-storage"", ""generator:output:electricity"": ""193 MW"", ""generator:output:electricity:voltage"": ""15000"", ""generator:source"": ""hydro"", ""generator:type"": ""francis_turbine"", ""name"": ""Grupo 4"", ""power"": ""generator""}",RETAINED_DISPATCH_OBJECT,Hydro (Large Peaking),310.68,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00019,OSM:node:7521835687,generator,,,hydro,191.0,BUS:OSM:relation:17294958:220,110.9230631201187,156.61999999999998,0.0,0.8199999999999998,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-6.473718,41.3001047,220,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""generator:method"": ""water-storage"", ""generator:output:electricity"": ""191 MW"", ""generator:source"": ""hydro"", ""generator:type"": ""francis_turbine"", ""operator"": ""Movhera"", ""power"": ""generator""}",RETAINED_DISPATCH_OBJECT,Hydro (Large Peaking),429.5,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00020,OSM:relation:16950219,plant,Parque Solar Escalabis,parque solar escalabis,solar,189.0,BUS:OSM:way:1320046267:220,296.21065064474914,0.5199248373568108,0.0,0.0027509250653799514,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-8.80186850791367,39.20478661780575,220,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""fixme"": ""corigir poligonos"", ""landuse"": ""industrial"", ""name"": ""Parque Solar Escalabis"", ""operator"": ""Escalabis Solar"", ""operator:official_name"": ""Escalabis Solar, S. A."", ""plant:method"": ""photovoltaic"", ""plant:output:electricity"": ""189 MW"", ""plant:source"": ""solar"", ""power"": ""plant"", ""short_name"": ""PSE"", ""type"": ""multipolygon""}",RETAINED_DISPATCH_OBJECT,Solar,189.0,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00021,OSM:relation:18272546,plant,Central Solar Fotovoltaica de Santas,central solar fotovoltaica de santas,solar,180.0,BUS:OSM:way:144601080:400,7060.003121985668,0.49516651176839127,0.0,0.0027509250653799514,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-7.458409523463688,38.92226652793296,400,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""name"": ""Central Solar Fotovoltaica de Santas"", ""operator"": ""Akuo Renováveis Portugal"", ""plant:method"": ""photovoltaic"", ""plant:output:electricity"": ""180 MW"", ""plant:source"": ""solar"", ""power"": ""plant"", ""ref:e2p"": ""7327"", ""type"": ""multipolygon""}",RETAINED_DISPATCH_OBJECT,Solar,180.0,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00022,OSM:way:922318168,plant,Central Hidroeléctrica da Frieira,central hidroelectrica da frieira,hydro,177.9,,,0.0,0.0,0.0,OUTSIDE_PORTUGAL_CONTINENTAL_MODEL_SCOPE,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-8.192694040000001,42.1546145,,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""building"": ""industrial"", ""name"": ""Central Hidroeléctrica da Frieira"", ""plant:method"": ""water-storage"", ""plant:output:electricity"": ""177.9 MW"", ""plant:source"": ""hydro"", ""power"": ""plant"", ""source"": ""Bing"", ""wikidata"": ""Q11970244""}",RETAINED_DISPATCH_OBJECT,UNMAPPED_REN_SOURCE,0.0,FIXED_PQ_SCENARIO
GEN:00023,OSM:relation:16408752,plant,Parque Solar de Alcoutim,parque solar de alcoutim,solar,144.0,BUS:OSM:way:1154057619:150,5199.689307338324,0.39613320941471303,0.0,0.0027509250653799514,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-7.607392757258064,37.45185032862903,150,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""name"": ""Parque Solar de Alcoutim"", ""operator"": ""Galp"", ""plant:method"": ""photovoltaic"", ""plant:output:electricity"": ""144 MW"", ""plant:source"": ""solar"", ""power"": ""plant"", ""type"": ""site""}",RETAINED_DISPATCH_OBJECT,Solar,286.961,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00024,OSM:way:449923115,plant,Central Hidroelétrica do Baixo Sabor - Escalão de Montante,central hidroeletrica do baixo sabor escalao de montante,hydro,144.0,BUS:OSM:way:771616113:220,12.172758754488797,118.07999999999998,0.0,0.8199999999999998,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-7.014564446666666,41.22804663333333,220,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""building"": ""industrial"", ""name"": ""Central Hidroelétrica do Baixo Sabor - Escalão de Montante"", ""operator"": ""Movhera"", ""plant:method"": ""water-pumped-storage"", ""plant:output:electricity"": ""144 MW"", ""plant:source"": ""hydro"", ""power"": ""plant"", ""ref:e2p"": ""10046"", ""source"": ""https://web.archive.org/web/20170731183252/http://a-nossa-energia.edp.pt/pdf/nb_baixosabor-montante_desenho_01.pdf"", ""start_date"": ""1/2016"", ""wikidata"": ""Q61669075"", ""wikipedia"": ""pt:Barragem do Baixo Sabor""}",RETAINED_DISPATCH_OBJECT,Hydro (Large Peaking),193.6,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00025,OSM:node:11345234892,generator,,,hydro,137.0,BUS:OSM:way:1258290323:400,30.337355701578094,112.33999999999997,0.0,0.8199999999999998,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-7.4265366,41.2158443,400,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""generator:method"": ""water-pumped-storage"", ""generator:output:electricity"": ""137 MW"", ""generator:source"": ""hydro"", ""generator:type"": ""francis_turbine"", ""operator"": ""Movhera"", ""power"": ""generator""}",RETAINED_DISPATCH_OBJECT,Hydro (Large Peaking),137.0,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00026,OSM:way:1230725911,plant,Central de Cogeração da Fábrica de Polímeros Sines Repsol,central de cogeracao da fabrica de polimeros sines repsol,gas,136.0,BUS:OSM:way:163214309:150,813.1491828725865,3.3285305437678514,0.0,0.02447448929241067,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-8.82733456,37.98278842,150,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""landuse"": ""industrial"", ""name"": ""Central de Cogeração da Fábrica de Polímeros Sines Repsol"", ""name:en"": ""Sines Repsol Polímeros Power Station"", ""operator"": ""Repsol"", ""plant:method"": ""combustion"", ""plant:output:electricity"": ""136 MW"", ""plant:output:steam"": ""431.8 MW"", ""plant:source"": ""gas"", ""power"": ""plant"", ""source"": ""https://www.ordemengenheiros.pt/fotos/editor2/regiaosul/oe_repsol_polimeros_site_21nov2018.pdf"", ""start_date"": ""1999""}",RETAINED_DISPATCH_OBJECT,Natural Gas (Small Cogen/Peaker),171.0,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00027,OSM:node:13605489917,generator,,,hydro,134.5,,,0.0,0.0,0.0,OUTSIDE_PORTUGAL_CONTINENTAL_MODEL_SCOPE,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-6.803541,41.0349564,,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""generator:method"": ""water-storage"", ""generator:output:electricity"": ""134.5 MW"", ""generator:source"": ""hydro"", ""generator:type"": ""francis_turbine"", ""power"": ""generator""}",RETAINED_DISPATCH_OBJECT,UNMAPPED_REN_SOURCE,0.0,FIXED_PQ_SCENARIO
GEN:00028,OSM:node:13605489916,generator,,,hydro,134.5,,,0.0,0.0,0.0,OUTSIDE_PORTUGAL_CONTINENTAL_MODEL_SCOPE,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-6.8033766,41.0347898,,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""generator:method"": ""water-storage"", ""generator:output:electricity"": ""134.5 MW"", ""generator:source"": ""hydro"", ""generator:type"": ""francis_turbine"", ""power"": ""generator""}",RETAINED_DISPATCH_OBJECT,UNMAPPED_REN_SOURCE,0.0,FIXED_PQ_SCENARIO
GEN:00029,OSM:relation:14053076,plant,Parque Eólico de Arada / Montemuro,parque eolico de arada montemuro,wind,133.0,BUS:OSM:way:144439472:400,19982.72584086743,110.9757425599954,0.0,0.8344040793984616,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-8.164167227272726,40.826071909090906,400,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""name"": ""Parque Eólico de Arada / Montemuro"", ""operator"": ""Finerge"", ""plant:method"": ""wind_turbine"", ""plant:output:electricity"": ""133 MW"", ""plant:source"": ""wind"", ""power"": ""plant"", ""ref:e2p"": ""3017"", ""site"": ""wind_farm"", ""start_date"": ""2008"", ""type"": ""site""}",RETAINED_DISPATCH_OBJECT,Wind,133.0,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00030,OSM:node:13069053775,generator,,,hydro,129.6,BUS:OSM:way:1256744849:400,48.57997541814928,106.27199999999998,0.0,0.8199999999999998,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-7.4962321,38.1967138,400,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""generator:input:electricity"": ""106.9 MW"", ""generator:method"": ""water-pumped-storage"", ""generator:output:electricity"": ""129.6 MW"", ""generator:output:electricity:voltage"": ""15000"", ""generator:source"": ""hydro"", ""operator"": ""Energias de Portugal"", ""operator:short"": ""EDP"", ""operator:wikidata"": ""Q1341222"", ""power"": ""generator""}",RETAINED_DISPATCH_OBJECT,Hydro (Large Peaking),134.6,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00031,OSM:node:13069053773,generator,Grupo 1,grupo 1,hydro,129.6,BUS:OSM:way:648169311:400,29.780030981100875,106.27199999999998,0.0,0.8199999999999998,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-7.4970183,38.1941141,400,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""generator:input:electricity"": ""110 MW"", ""generator:method"": ""water-pumped-storage"", ""generator:output:electricity"": ""129.6 MW"", ""generator:output:electricity:voltage"": ""15000"", ""generator:source"": ""hydro"", ""generator:type"": ""francis_turbine"", ""name"": ""Grupo 1"", ""operator"": ""Energias de Portugal"", ""operator:short"": ""EDP"", ""operator:wikidata"": ""Q1341222"", ""power"": ""generator"", ""rotor:diameter"": ""6""}",RETAINED_DISPATCH_OBJECT,Hydro (Large Peaking),259.2,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00032,OSM:node:13069053772,generator,Grupo 2,grupo 2,hydro,129.6,BUS:OSM:way:648169311:400,12.259513413222418,106.27199999999998,0.0,0.8199999999999998,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-7.4969257,38.1939127,400,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""generator:input:electricity"": ""110 MW"", ""generator:method"": ""water-pumped-storage"", ""generator:output:electricity"": ""129.6 MW"", ""generator:output:electricity:voltage"": ""15000"", ""generator:source"": ""hydro"", ""generator:type"": ""francis_turbine"", ""name"": ""Grupo 2"", ""operator"": ""Energias de Portugal"", ""operator:short"": ""EDP"", ""operator:wikidata"": ""Q1341222"", ""power"": ""generator"", ""rotor:diameter"": ""6""}",RETAINED_DISPATCH_OBJECT,Hydro (Large Peaking),259.2,PV_VOLTAGE_CONTROL_SCENARIO
GEN:00033,OSM:relation:16950359,plant,Central Solar Fotovoltaica do Fundão,central solar fotovoltaica do fundao,solar,126.5,BUS:OSM:way:1320416427:220,1636.3878437203077,0.34799202077056385,0.0,0.0027509250653799514,DIRECT_OSM_ASSET_INFERRED_BUS,MERIT_ORDER_AND_REN_SOURCE_TOTALS,-7.467138070532915,40.191512789968655,220,CAPACITY_CLASS_NEAREST_FACILITY_MIN_150KV,"{""check_date"": ""2025-01-14"", ""landuse"": ""industrial"", ""name"": ""Central Solar Fotovoltaica do Fundão"", ""operator"": ""Days of Luck, Unipessoal Lda."", ""plant:method"": ""photovoltaic"", ""plant:output:electricity"": ""126.5 MW"", ""plant:source"": ""solar"", ""power"": ""plant"", ""source"": ""https://www.grupotsk.com/proyecto/planta-fotovoltaica-fundao-126-5-mw/"", ""start_date"": ""2023"", ""type"": ""multipolygon""}",RETAINED_DISPATCH_OBJECT,Solar,126.5,PV_VOLTAGE_CONTROL_SCENARIO
