adapter_view,adapter_sample_type,sample_id,entity_id,line_id,edge_id,source_node_id,target_node_id,from_bus,to_bus,task_name,task_type,primary_metric,target_column,target_value,target_value_column,recommended_split_id,recommended_split_family,recommended_partition,grouped_challenge_split_id,grouped_challenge_partition,relative_classification_split_id,relative_classification_partition,balanced_plumbing_split_id,balanced_plumbing_partition,scenario_holdout_split_id,scenario_holdout_partition,benchmark_eligible,split_eligibility,benchmark_core_candidate,challenge_subset,governance_sensitive_flag,governance_sensitive_reason,leakage_group_id,scenario_family,variant_id,scenario_value,label_definition_version,source_release_id,sample_type,line_name,metric_max_loading_percent,over_80_loading_flag,over_100_loading_flag,top_congested_flag,binding_under_internal_dispatch_flag,asset_type,source_scenario_id,bottleneck_persistence_count,policy_class,repeated_bottleneck,publication_allowed,prov_diagnostic_only,diagnostic_only,line_overload_binary_classification_target,line_loading_regression_target,task_membership,benchmark_exclusion_reason,line_relative_high_stress_classification_target,line_relative_high_stress_eligible,eligible_subset,benchmark_role,task_readiness,evaluation_protocol,headline_eligible
line_risk_supervision,line_risk_sample,line|S20_STRICT_INTERNAL_DCOPF|penalty_import|20|0.2,20,20,20,407,542,407,542,line_overload_binary_classification,binary_classification,average_precision,line_overload_binary_classification_target,False,line_target_value,line_balanced_recommended_v1,row_balanced_plumbing,test,line_grouped_entity_primary_v1,,line_grouped_entity_relative_stress_v1,,line_balanced_recommended_v1,test,line_scenario_family_holdout_v1,train,True,True,False,governance_sensitive,True,MIXED_CORRIDOR_POLICY_DEPENDENT,line|20,S20_STRICT_INTERNAL_DCOPF,penalty_import,0.2,2.0,pt_grid_benchmark_stage3_graph_v1,line_risk,ATPL_00075,93.71965955786553,True,False,True,False,mixed,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,15,MIXED_WEIGHTED_ALLOWED,True,False,True,True,False,93.71965955786553,line_overload_binary_classification|line_loading_regression|line_relative_high_stress_classification,,,False,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
line_risk_supervision,line_risk_sample,line|S20_STRICT_INTERNAL_DCOPF|penalty_import|20|0.3,20,20,20,407,542,407,542,line_overload_binary_classification,binary_classification,average_precision,line_overload_binary_classification_target,True,line_target_value,line_balanced_recommended_v1,row_balanced_plumbing,test,line_grouped_entity_primary_v1,,line_grouped_entity_relative_stress_v1,,line_balanced_recommended_v1,test,line_scenario_family_holdout_v1,train,True,True,False,governance_sensitive,True,MIXED_CORRIDOR_POLICY_DEPENDENT,line|20,S20_STRICT_INTERNAL_DCOPF,penalty_import,0.3,2.0,pt_grid_benchmark_stage3_graph_v1,line_risk,ATPL_00075,140.57948933614912,True,True,True,True,mixed,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,15,MIXED_WEIGHTED_ALLOWED,True,False,True,True,True,140.57948933614912,line_overload_binary_classification|line_loading_regression|line_relative_high_stress_classification,,,False,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
line_risk_supervision,line_risk_sample,line|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|4|0.1,4,4,4,453,409,453,409,line_overload_binary_classification,binary_classification,average_precision,line_overload_binary_classification_target,False,line_target_value,line_balanced_recommended_v1,row_balanced_plumbing,train,line_grouped_entity_primary_v1,validation,line_grouped_entity_relative_stress_v1,validation,line_balanced_recommended_v1,train,line_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,line|4,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,line_risk,ATPL_00012,2.5302447836501116,False,False,False,False,cable,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0,,False,False,True,True,False,2.5302447836501116,line_overload_binary_classification|line_loading_regression|line_relative_high_stress_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
line_risk_supervision,line_risk_sample,line|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|5|0.1,5,5,5,408,429,408,429,line_overload_binary_classification,binary_classification,average_precision,line_overload_binary_classification_target,False,line_target_value,line_balanced_recommended_v1,row_balanced_plumbing,train,line_grouped_entity_primary_v1,train,line_grouped_entity_relative_stress_v1,train,line_balanced_recommended_v1,train,line_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,line|5,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,line_risk,ATPL_00013,7.237746126111324,False,False,False,False,cable,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0,,False,False,True,True,False,7.237746126111324,line_overload_binary_classification|line_loading_regression|line_relative_high_stress_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
line_risk_supervision,line_risk_sample,line|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|10|0.1,10,10,10,408,415,408,415,line_overload_binary_classification,binary_classification,average_precision,line_overload_binary_classification_target,False,line_target_value,line_balanced_recommended_v1,row_balanced_plumbing,test,line_grouped_entity_primary_v1,train,line_grouped_entity_relative_stress_v1,train,line_balanced_recommended_v1,test,line_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,line|10,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,line_risk,ATPL_00049,1.5447206429117817,False,False,False,False,cable,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0,,False,False,True,True,False,1.5447206429117817,line_overload_binary_classification|line_loading_regression|line_relative_high_stress_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
line_risk_supervision,line_risk_sample,line|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|11|0.1,11,11,11,409,421,409,421,line_overload_binary_classification,binary_classification,average_precision,line_overload_binary_classification_target,False,line_target_value,line_balanced_recommended_v1,row_balanced_plumbing,test,line_grouped_entity_primary_v1,train,line_grouped_entity_relative_stress_v1,train,line_balanced_recommended_v1,test,line_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,line|11,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,line_risk,ATPL_00050,4.774217415789586,False,False,False,False,cable,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0,,False,False,True,True,False,4.774217415789586,line_overload_binary_classification|line_loading_regression|line_relative_high_stress_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
line_risk_supervision,line_risk_sample,line|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|12|0.1,12,12,12,409,441,409,441,line_overload_binary_classification,binary_classification,average_precision,line_overload_binary_classification_target,False,line_target_value,line_balanced_recommended_v1,row_balanced_plumbing,test,line_grouped_entity_primary_v1,train,line_grouped_entity_relative_stress_v1,train,line_balanced_recommended_v1,test,line_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,line|12,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,line_risk,ATPL_00051,0.8696224303035117,False,False,False,False,cable,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0,,False,False,True,True,False,0.8696224303035117,line_overload_binary_classification|line_loading_regression|line_relative_high_stress_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
line_risk_supervision,line_risk_sample,line|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|13|0.1,13,13,13,409,455,409,455,line_overload_binary_classification,binary_classification,average_precision,line_overload_binary_classification_target,False,line_target_value,line_balanced_recommended_v1,row_balanced_plumbing,train,line_grouped_entity_primary_v1,train,line_grouped_entity_relative_stress_v1,train,line_balanced_recommended_v1,train,line_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,line|13,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,line_risk,ATPL_00052,2.701650664295004,False,False,False,False,cable,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0,,False,False,True,True,False,2.701650664295004,line_overload_binary_classification|line_loading_regression|line_relative_high_stress_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
line_risk_supervision,line_risk_sample,line|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|14|0.1,14,14,14,411,409,411,409,line_overload_binary_classification,binary_classification,average_precision,line_overload_binary_classification_target,False,line_target_value,line_balanced_recommended_v1,row_balanced_plumbing,train,line_grouped_entity_primary_v1,train,line_grouped_entity_relative_stress_v1,train,line_balanced_recommended_v1,train,line_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,line|14,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,line_risk,ATPL_00053,2.196814559647658,False,False,False,False,cable,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0,,False,False,True,True,False,2.196814559647658,line_overload_binary_classification|line_loading_regression|line_relative_high_stress_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
line_risk_supervision,line_risk_sample,line|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|16|0.1,16,16,16,478,480,478,480,line_overload_binary_classification,binary_classification,average_precision,line_overload_binary_classification_target,False,line_target_value,line_balanced_recommended_v1,row_balanced_plumbing,train,line_grouped_entity_primary_v1,validation,line_grouped_entity_relative_stress_v1,validation,line_balanced_recommended_v1,train,line_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,line|16,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,line_risk,ATPL_00063,31.07772459183693,False,False,False,False,overhead,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0,,False,False,True,True,False,31.07772459183693,line_overload_binary_classification|line_loading_regression|line_relative_high_stress_classification,,True,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
line_risk_supervision,line_risk_sample,line|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|17|0.1,17,17,17,480,474,480,474,line_overload_binary_classification,binary_classification,average_precision,line_overload_binary_classification_target,False,line_target_value,line_balanced_recommended_v1,row_balanced_plumbing,train,line_grouped_entity_primary_v1,test,line_grouped_entity_relative_stress_v1,test,line_balanced_recommended_v1,train,line_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,line|17,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,line_risk,ATPL_00064,24.464361789509677,False,False,False,False,overhead,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0,,False,False,True,True,False,24.464361789509677,line_overload_binary_classification|line_loading_regression|line_relative_high_stress_classification,,True,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
line_risk_supervision,line_risk_sample,line|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|20|0.1,20,20,20,407,542,407,542,line_overload_binary_classification,binary_classification,average_precision,line_overload_binary_classification_target,False,line_target_value,line_balanced_recommended_v1,row_balanced_plumbing,train,line_grouped_entity_primary_v1,,line_grouped_entity_relative_stress_v1,,line_balanced_recommended_v1,train,line_scenario_family_holdout_v1,train,True,True,False,governance_sensitive,True,MIXED_CORRIDOR_POLICY_DEPENDENT,line|20,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,line_risk,ATPL_00075,39.649272229746,False,False,False,False,mixed,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,15,MIXED_WEIGHTED_ALLOWED,True,False,True,True,False,39.649272229746,line_overload_binary_classification|line_loading_regression|line_relative_high_stress_classification,,,False,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
line_risk_supervision,line_risk_sample,line|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|22|0.1,22,22,22,407,427,407,427,line_overload_binary_classification,binary_classification,average_precision,line_overload_binary_classification_target,False,line_target_value,line_balanced_recommended_v1,row_balanced_plumbing,train,line_grouped_entity_primary_v1,train,line_grouped_entity_relative_stress_v1,train,line_balanced_recommended_v1,train,line_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,line|22,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,line_risk,ATPL_00089,1.8978716215882283,False,False,False,False,cable,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0,,False,False,True,True,False,1.8978716215882283,line_overload_binary_classification|line_loading_regression|line_relative_high_stress_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
line_risk_supervision,line_risk_sample,line|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|23|0.1,23,23,23,445,409,445,409,line_overload_binary_classification,binary_classification,average_precision,line_overload_binary_classification_target,False,line_target_value,line_balanced_recommended_v1,row_balanced_plumbing,train,line_grouped_entity_primary_v1,train,line_grouped_entity_relative_stress_v1,train,line_balanced_recommended_v1,train,line_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,line|23,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,line_risk,ATPL_00090,2.608758957795615,False,False,False,False,cable,S16_BACKBONE_DIAGNOSTIC_CORE_DEPTH6,0,,False,False,True,True,False,2.608758957795615,line_overload_binary_classification|line_loading_regression|line_relative_high_stress_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
