facility_node_set,facility_buffer_m,endpoint_snap_threshold_m,merge_mode,raw_line_features,merged_circuits,reduction_percentage,inter_facility_circuits,self_loops,single_facility,isolated,tap_multi_terminal,ambiguous,loop,clean_branch_count,graph_nodes,graph_edges,connected_components,largest_component_size,isolated_nodes,mixed_voltage_circuits,mixed_status_circuits,suspicious_matches,strategy_score,recommended_yes_no,reason
A,500,10.0,voltage-status-aware,5334,513,90.3825,49,38,127,149,95,12,43,49,83,49,34,7,0,0,0,12,3550,no,no mixed-voltage circuits; conservative endpoint snapping
A,500,25.0,geometry-only,5334,127,97.619,5,3,13,60,13,8,25,5,10,5,5,2,0,0,7,2,-470,no,no mixed-voltage circuits; conservative endpoint snapping
A,500,25.0,voltage-aware,5334,127,97.619,5,3,13,60,13,8,25,5,10,5,5,2,0,0,7,2,-470,no,no mixed-voltage circuits; conservative endpoint snapping
A,500,25.0,voltage-status-aware,5334,201,96.2317,6,12,32,91,20,2,38,6,12,6,6,2,0,0,0,2,0,no,no mixed-voltage circuits; conservative endpoint snapping
A,500,50.0,geometry-only,5334,79,98.5189,1,1,6,50,3,4,14,1,2,1,1,2,0,1,3,1,-930,no,higher ambiguity or weak graph structure
A,500,50.0,voltage-aware,5334,80,98.5002,1,1,6,50,3,5,14,1,2,1,1,2,0,0,4,1,-890,no,no mixed-voltage circuits
A,500,50.0,voltage-status-aware,5334,151,97.1691,1,6,24,79,7,1,33,1,2,1,1,2,0,0,0,1,-650,no,no mixed-voltage circuits
B,50,0.5,geometry-only,5334,1341,74.8594,296,82,538,267,107,46,5,296,336,296,69,19,0,0,1,45,25990,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,50,0.5,voltage-aware,5334,1341,74.8594,296,82,538,267,107,46,5,296,336,296,69,19,0,0,1,45,25990,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,50,0.5,voltage-status-aware,5334,1342,74.8406,296,82,538,269,107,45,5,296,336,296,69,19,0,0,0,45,26050,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,50,1.0,geometry-only,5334,1224,77.0529,244,83,481,259,121,26,10,244,291,244,66,16,0,0,9,18,22910,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,50,1.0,voltage-aware,5334,1224,77.0529,244,83,481,259,121,26,10,244,291,244,66,16,0,0,9,18,22910,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,50,1.0,voltage-status-aware,5334,1234,76.8654,247,83,488,262,124,20,10,247,293,247,66,16,0,0,0,20,23500,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,50,5.0,geometry-only,5334,886,83.3896,136,47,311,172,143,51,26,136,194,136,62,7,0,0,40,11,10450,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,50,5.0,voltage-aware,5334,886,83.3896,136,47,311,172,143,51,26,136,194,136,62,7,0,0,40,11,10450,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,50,5.0,voltage-status-aware,5334,950,82.1897,144,50,334,211,168,13,30,144,201,144,64,9,0,0,0,13,13550,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,50,10.0,geometry-only,5334,439,91.7698,43,17,121,110,69,42,37,43,73,43,30,7,0,0,37,7,1830,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,50,10.0,voltage-aware,5334,439,91.7698,43,17,121,110,69,42,37,43,73,43,30,7,0,0,37,7,1830,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,50,10.0,voltage-status-aware,5334,513,90.3825,49,20,140,155,97,9,43,49,83,49,34,7,0,0,0,9,4350,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,50,25.0,geometry-only,5334,127,97.619,3,1,10,67,13,8,25,3,6,3,3,2,0,0,7,2,-170,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,50,25.0,voltage-aware,5334,127,97.619,3,1,10,67,13,8,25,3,6,3,3,2,0,0,7,2,-170,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,50,25.0,voltage-status-aware,5334,201,96.2317,5,2,31,103,20,2,38,5,10,5,5,2,0,0,0,2,400,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,50,50.0,geometry-only,5334,79,98.5189,1,0,1,56,3,4,14,1,2,1,1,2,0,1,3,1,-430,no,moderate facility buffer
B,50,50.0,voltage-aware,5334,80,98.5002,1,0,1,56,3,5,14,1,2,1,1,2,0,0,4,1,-390,no,no mixed-voltage circuits; moderate facility buffer
B,50,50.0,voltage-status-aware,5334,151,97.1691,3,1,18,88,7,1,33,3,6,3,3,2,0,0,0,1,50,no,no mixed-voltage circuits; moderate facility buffer
B,100,0.5,geometry-only,5334,1341,74.8594,358,101,496,213,106,62,5,358,375,358,61,53,0,0,1,61,32290,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,100,0.5,voltage-aware,5334,1341,74.8594,358,101,496,213,106,62,5,358,375,358,61,53,0,0,1,61,32290,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,100,0.5,voltage-status-aware,5334,1342,74.8406,358,101,496,215,106,61,5,358,375,358,61,53,0,0,0,61,32350,yes,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,100,1.0,geometry-only,5334,1224,77.0529,290,102,452,210,119,41,10,290,331,290,64,26,0,0,9,33,26510,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,100,1.0,voltage-aware,5334,1224,77.0529,290,102,452,210,119,41,10,290,331,290,64,26,0,0,9,33,26510,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,100,1.0,voltage-status-aware,5334,1234,76.8654,293,102,459,213,122,35,10,293,333,293,64,26,0,0,0,35,27100,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,100,5.0,geometry-only,5334,886,83.3896,159,57,302,138,141,63,26,159,223,159,68,9,0,0,40,23,11650,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,100,5.0,voltage-aware,5334,886,83.3896,159,57,302,138,141,63,26,159,223,159,68,9,0,0,40,23,11650,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,100,5.0,voltage-status-aware,5334,950,82.1897,169,61,327,172,166,25,30,169,233,169,71,11,0,0,0,25,14950,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,100,10.0,geometry-only,5334,439,91.7698,54,25,107,101,66,49,37,54,94,54,40,7,0,0,37,16,2130,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,100,10.0,voltage-aware,5334,439,91.7698,54,25,107,101,66,49,37,54,94,54,40,7,0,0,37,16,2130,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,100,10.0,voltage-status-aware,5334,513,90.3825,61,31,128,140,92,18,43,61,105,61,44,7,0,0,0,18,4650,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,100,25.0,geometry-only,5334,127,97.619,6,1,9,65,13,8,25,6,12,6,6,2,0,0,7,2,130,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,100,25.0,voltage-aware,5334,127,97.619,6,1,9,65,13,8,25,6,12,6,6,2,0,0,7,2,130,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,100,25.0,voltage-status-aware,5334,201,96.2317,9,6,30,96,20,2,38,9,18,9,9,2,0,0,0,2,800,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,100,50.0,geometry-only,5334,79,98.5189,1,0,2,55,3,4,14,1,2,1,1,2,0,1,3,1,-430,no,moderate facility buffer
B,100,50.0,voltage-aware,5334,80,98.5002,1,0,2,55,3,5,14,1,2,1,1,2,0,0,4,1,-390,no,no mixed-voltage circuits; moderate facility buffer
B,100,50.0,voltage-status-aware,5334,151,97.1691,3,3,20,84,7,1,33,3,6,3,3,2,0,0,0,1,50,no,no mixed-voltage circuits; moderate facility buffer
B,250,0.5,geometry-only,5334,1341,74.8594,364,117,473,195,104,83,5,364,377,364,59,27,0,0,1,82,29490,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,250,0.5,voltage-aware,5334,1341,74.8594,364,117,473,195,104,83,5,364,377,364,59,27,0,0,1,82,29490,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,250,0.5,voltage-status-aware,5334,1342,74.8406,364,117,473,197,104,82,5,364,377,364,59,27,0,0,0,82,29550,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,250,1.0,geometry-only,5334,1224,77.0529,299,116,432,193,115,59,10,299,335,299,62,25,0,0,9,52,25510,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,250,1.0,voltage-aware,5334,1224,77.0529,299,116,432,193,115,59,10,299,335,299,62,25,0,0,9,52,25510,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,250,1.0,voltage-status-aware,5334,1234,76.8654,302,117,438,196,117,54,10,302,336,302,61,25,0,0,0,54,26050,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,250,5.0,geometry-only,5334,886,83.3896,160,61,295,129,140,75,26,160,223,160,68,9,0,0,40,39,10350,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,250,5.0,voltage-aware,5334,886,83.3896,160,61,295,129,140,75,26,160,223,160,68,9,0,0,40,39,10350,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,250,5.0,voltage-status-aware,5334,950,82.1897,169,71,321,156,162,41,30,169,233,169,71,9,0,0,0,41,13250,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,250,10.0,geometry-only,5334,439,91.7698,56,25,110,94,66,51,37,56,97,56,41,7,0,0,37,20,2030,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,250,10.0,voltage-aware,5334,439,91.7698,56,25,110,94,66,51,37,56,97,56,41,7,0,0,37,20,2030,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,250,10.0,voltage-status-aware,5334,513,90.3825,63,36,132,127,90,22,43,63,107,63,44,7,0,0,0,22,4450,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,250,25.0,geometry-only,5334,127,97.619,6,2,13,60,13,8,25,6,12,6,6,2,0,0,7,2,130,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,250,25.0,voltage-aware,5334,127,97.619,6,2,13,60,13,8,25,6,12,6,6,2,0,0,7,2,130,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,250,25.0,voltage-status-aware,5334,201,96.2317,9,11,34,87,19,3,38,9,18,9,9,2,0,0,0,3,700,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
B,250,50.0,geometry-only,5334,79,98.5189,1,0,6,51,3,4,14,1,2,1,1,2,0,1,3,2,-480,no,moderate facility buffer
B,250,50.0,voltage-aware,5334,80,98.5002,1,0,6,51,3,5,14,1,2,1,1,2,0,0,4,2,-440,no,no mixed-voltage circuits; moderate facility buffer
B,250,50.0,voltage-status-aware,5334,151,97.1691,3,5,26,76,6,2,33,3,6,3,3,2,0,0,0,2,-50,no,no mixed-voltage circuits; moderate facility buffer
B,500,0.5,geometry-only,5334,1341,74.8594,369,151,437,185,104,90,5,369,379,369,58,27,0,0,1,89,28790,no,no mixed-voltage circuits; conservative endpoint snapping
B,500,0.5,voltage-aware,5334,1341,74.8594,369,151,437,185,104,90,5,369,379,369,58,27,0,0,1,89,28790,no,no mixed-voltage circuits; conservative endpoint snapping
B,500,0.5,voltage-status-aware,5334,1342,74.8406,369,151,437,187,104,89,5,369,379,369,58,27,0,0,0,89,28850,no,no mixed-voltage circuits; conservative endpoint snapping
B,500,1.0,geometry-only,5334,1224,77.0529,307,144,404,182,113,64,10,307,340,307,61,26,0,0,9,58,25310,no,no mixed-voltage circuits; conservative endpoint snapping
B,500,1.0,voltage-aware,5334,1224,77.0529,307,144,404,182,113,64,10,307,340,307,61,26,0,0,9,58,25310,no,no mixed-voltage circuits; conservative endpoint snapping
B,500,1.0,voltage-status-aware,5334,1234,76.8654,310,146,409,185,114,60,10,310,341,310,60,26,0,0,0,60,25800,no,no mixed-voltage circuits; conservative endpoint snapping
B,500,5.0,geometry-only,5334,886,83.3896,167,75,278,123,138,79,26,167,229,167,68,9,0,0,40,44,10100,no,no mixed-voltage circuits; conservative endpoint snapping
B,500,5.0,voltage-aware,5334,886,83.3896,167,75,278,123,138,79,26,167,229,167,68,9,0,0,40,44,10100,no,no mixed-voltage circuits; conservative endpoint snapping
B,500,5.0,voltage-status-aware,5334,950,82.1897,176,88,303,148,158,47,30,176,238,176,71,9,0,0,0,47,12850,no,no mixed-voltage circuits; conservative endpoint snapping
B,500,10.0,geometry-only,5334,439,91.7698,58,32,104,90,66,52,37,58,101,58,43,7,0,0,37,21,1630,no,no mixed-voltage circuits; conservative endpoint snapping
B,500,10.0,voltage-aware,5334,439,91.7698,58,32,104,90,66,52,37,58,101,58,43,7,0,0,37,21,1630,no,no mixed-voltage circuits; conservative endpoint snapping
B,500,10.0,voltage-status-aware,5334,513,90.3825,65,47,125,120,90,23,43,65,110,65,45,7,0,0,0,23,4050,no,no mixed-voltage circuits; conservative endpoint snapping
B,500,25.0,geometry-only,5334,127,97.619,6,4,13,58,13,8,25,6,12,6,6,2,0,0,7,2,-370,no,no mixed-voltage circuits; conservative endpoint snapping
B,500,25.0,voltage-aware,5334,127,97.619,6,4,13,58,13,8,25,6,12,6,6,2,0,0,7,2,-370,no,no mixed-voltage circuits; conservative endpoint snapping
B,500,25.0,voltage-status-aware,5334,201,96.2317,9,17,34,81,19,3,38,9,18,9,9,2,0,0,0,3,200,no,no mixed-voltage circuits; conservative endpoint snapping
B,500,50.0,geometry-only,5334,79,98.5189,1,1,7,49,3,4,14,1,2,1,1,2,0,1,3,2,-980,no,higher ambiguity or weak graph structure
B,500,50.0,voltage-aware,5334,80,98.5002,1,1,7,49,3,5,14,1,2,1,1,2,0,0,4,2,-940,no,no mixed-voltage circuits
B,500,50.0,voltage-status-aware,5334,151,97.1691,3,10,27,70,5,3,33,3,6,3,3,2,0,0,0,3,-650,no,no mixed-voltage circuits
C,50,0.5,geometry-only,5334,1341,74.8594,291,82,527,267,107,62,5,291,332,291,69,19,0,0,1,61,23890,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,50,0.5,voltage-aware,5334,1341,74.8594,291,82,527,267,107,62,5,291,332,291,69,19,0,0,1,61,23890,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,50,0.5,voltage-status-aware,5334,1342,74.8406,291,82,527,269,107,61,5,291,332,291,69,19,0,0,0,61,23950,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,50,1.0,geometry-only,5334,1224,77.0529,239,83,472,259,121,40,10,239,287,239,66,16,0,0,9,32,21010,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,50,1.0,voltage-aware,5334,1224,77.0529,239,83,472,259,121,40,10,239,287,239,66,16,0,0,9,32,21010,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,50,1.0,voltage-status-aware,5334,1234,76.8654,242,83,477,262,124,36,10,242,289,242,66,16,0,0,0,36,21400,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
C,50,5.0,geometry-only,5334,886,83.3896,134,47,303,172,141,63,26,134,194,134,63,7,0,0,40,24,9000,no,no mixed-voltage circuits; moderate facility buffer; conservative endpoint snapping
